USN 2020;;;;DSA 2020;;;;NVD 2020;;;;;
 CVE-2020-14725;Priority: Medium;Description: Vulnerability in the MySQL Server product of Oracle MySQL (component:Server: Optimizer). Supported versions that are affected are 8.0.20 andprior. Easily exploitable vulnerability allows high privileged attackerwith network access via multiple protocols to compromise MySQL Server.Successful attacks of this vulnerability can result in unauthorized abilityto cause a hang or frequently repeatable crash (complete DOS) of MySQLServer. CVSS 3.1 Base Score 4.9 (Availability impacts). CVSS Vector:(CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:H).;Link: https://people.canonical.com/~ubuntu-security/cve/2020/CVE-2020-14725; CVE-2020-14725;Priority: medium;Description:Vulnerability in the MySQL Server product of Oracle MySQL (component: Server: Optimizer). Supported versions that are affected are 8.0.20 and prior. Easily exploitable vulnerability allows high privileged attacker with network access via multiple protocols to compromise MySQL Server. Successful attacks of this vulnerability can result in unauthorized ability to cause a hang or frequently repeatable crash (complete DOS) of MySQL Server. CVSS 3.1 Base Score 4.9 (Availability impacts). CVSS Vector: (CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:H).;Link: https://security-tracker.debian.org/tracker/CVE-2020-14725; CVE-2020-14725;CVSS 2.0: 4.0 MEDIUM;CVSS 3.x: 4.9 MEDIUM;Published_date: 07/24/2020;Description: Vulnerability in the MySQL Server product of Oracle MySQL (component: Server: Optimizer). Supported versions that are affected are 8.0.20 and prior. Easily exploitable vulnerability allows high privileged attacker with network access via multiple protocols to compromise MySQL Server. Successful attacks of this vulnerability can result in unauthorized ability to cause a hang or frequently repeatable crash (complete DOS) of MySQL Server. CVSS 3.1 Base Score 4.9 (Availability impacts). CVSS Vector: (CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:H).;Link: https://nvd.nist.gov/vuln/detail/CVE-2020-14725
 CVE-2020-25573;Priority: Medium;Description: An issue was discovered in the linked-hash-map crate before 0.5.3 for Rust.It creates an uninitialized NonNull pointer, which violates a non-nullconstraint.;Link: https://people.canonical.com/~ubuntu-security/cve/2020/CVE-2020-25573; CVE-2020-25573;Priority: high;Description:An issue was discovered in the linked-hash-map crate before 0.5.3 for Rust. It creates an uninitialized NonNull pointer, which violates a non-null constraint.;Link: https://security-tracker.debian.org/tracker/CVE-2020-25573; CVE-2020-25573;CVSS 2.0: 7.5 HIGH;CVSS 3.x: 9.8 CRITICAL;Published_date: 09/14/2020;Description: An issue was discovered in the linked-hash-map crate before 0.5.3 for Rust. It creates an uninitialized NonNull pointer, which violates a non-null constraint.;Link: https://nvd.nist.gov/vuln/detail/CVE-2020-25573
 CVE-2020-25575;Priority: Medium;"Description: ** UNSUPPORTED WHEN ASSIGNED ** An issue was discovered in the failurecrate through 0.1.5 for Rust. It may introduce ""compatibility hazards"" insome applications, and has a type confusion flaw when downcasting. NOTE:This vulnerability only affects products that are no longer supported bythe maintainer. NOTE: This may overlap CVE-2019-25010.";Link: https://people.canonical.com/~ubuntu-security/cve/2020/CVE-2020-25575; CVE-2020-25575;Priority: high;"Description:** UNSUPPORTED WHEN ASSIGNED ** An issue was discovered in the failure crate through 0.1.5 for Rust. It may introduce ""compatibility hazards"" in some applications, and has a type confusion flaw when downcasting. NOTE: This vulnerability only affects products that are no longer supported by the maintainer. NOTE: This may overlap CVE-2019-25010.";Link: https://security-tracker.debian.org/tracker/CVE-2020-25575; CVE-2020-25575;CVSS 2.0: 7.5 HIGH;CVSS 3.x: 9.8 CRITICAL;Published_date: 09/14/2020;"Description: ** UNSUPPORTED WHEN ASSIGNED ** An issue was discovered in the failure crate through 0.1.5 for Rust. It may introduce ""compatibility hazards"" in some applications, and has a type confusion flaw when downcasting. NOTE: This vulnerability only affects products that are no longer supported by the maintainer. NOTE: This may overlap CVE-2019-25010.";Link: https://nvd.nist.gov/vuln/detail/CVE-2020-25575
 CVE-2020-25574;Priority: Low;Description: An issue was discovered in the http crate before 0.1.20 for Rust. Aninteger overflow in HeaderMap::reserve() could result in denial of service(e.g., an infinite loop).;Link: https://people.canonical.com/~ubuntu-security/cve/2020/CVE-2020-25574; CVE-2020-25574;Priority: medium;Description:An issue was discovered in the http crate before 0.1.20 for Rust. An integer overflow in HeaderMap::reserve() could result in denial of service (e.g., an infinite loop).;Link: https://security-tracker.debian.org/tracker/CVE-2020-25574; CVE-2020-25574;CVSS 2.0: 5.0 MEDIUM;CVSS 3.x: 7.5 HIGH;Published_date: 09/14/2020;Description: An issue was discovered in the http crate before 0.1.20 for Rust. An integer overflow in HeaderMap::reserve() could result in denial of service (e.g., an infinite loop).;Link: https://nvd.nist.gov/vuln/detail/CVE-2020-25574
 CVE-2020-25576;Priority: Medium;Description: An issue was discovered in the rand_core crate before 0.4.2 for Rust.Casting of byte slices to integer slices mishandles alignment constraints.;Link: https://people.canonical.com/~ubuntu-security/cve/2020/CVE-2020-25576; CVE-2020-25576;Priority: high;Description:An issue was discovered in the rand_core crate before 0.4.2 for Rust. Casting of byte slices to integer slices mishandles alignment constraints.;Link: https://security-tracker.debian.org/tracker/CVE-2020-25576; CVE-2020-25576;CVSS 2.0: 7.5 HIGH;CVSS 3.x: 9.8 CRITICAL;Published_date: 09/14/2020;Description: An issue was discovered in the rand_core crate before 0.4.2 for Rust. Casting of byte slices to integer slices mishandles alignment constraints.;Link: https://nvd.nist.gov/vuln/detail/CVE-2020-25576
 CVE-2020-35679;Priority: Medium;"Description: smtpd/table.c in OpenSMTPD before 6.8.0p1 lacks a certain regfree, whichmight allow attackers to trigger a ""very significant"" memory leak viamessages to an instance that performs many regex lookups.";Link: https://people.canonical.com/~ubuntu-security/cve/2020/CVE-2020-35679; CVE-2020-35679;Priority: medium;"Description:smtpd/table.c in OpenSMTPD before 6.8.0p1 lacks a certain regfree, which might allow attackers to trigger a ""very significant"" memory leak via messages to an instance that performs many regex lookups.";Link: https://security-tracker.debian.org/tracker/CVE-2020-35679; CVE-2020-35679;CVSS 2.0: 5.0 MEDIUM;CVSS 3.x: 7.5 HIGH;Published_date: 12/24/2020;"Description: smtpd/table.c in OpenSMTPD before 6.8.0p1 lacks a certain regfree, which might allow attackers to trigger a ""very significant"" memory leak via messages to an instance that performs many regex lookups.";Link: https://nvd.nist.gov/vuln/detail/CVE-2020-35679
 CVE-2020-35678;Priority: Medium;Description: Autobahn Python before 20.12.3 allows redirect header injection.;Link: https://people.canonical.com/~ubuntu-security/cve/2020/CVE-2020-35678; CVE-2020-35678;Priority: medium;Description:Autobahn Python before 20.12.3 allows redirect header injection.;Link: https://security-tracker.debian.org/tracker/CVE-2020-35678; CVE-2020-35678;CVSS 2.0: 5.8 MEDIUM;CVSS 3.x: 6.1 MEDIUM;Published_date: 12/26/2020;Description: Autobahn Python before 20.12.3 allows redirect header injection.;Link: https://nvd.nist.gov/vuln/detail/CVE-2020-35678
 CVE-2020-1711;Priority: Medium;Description: An out-of-bounds heap buffer access flaw was found in the way the iSCSIBlock driver in QEMU versions 2.12.0 before 4.2.1 handled a response comingfrom an iSCSI server while checking the status of a Logical Address Block(LBA) in an iscsi_co_block_status() routine. A remote user could use thisflaw to crash the QEMU process, resulting in a denial of service orpotential execution of arbitrary code with privileges of the QEMU processon the host.;Link: https://people.canonical.com/~ubuntu-security/cve/2020/CVE-2020-1711; CVE-2020-1711;Priority: medium;Description:An out-of-bounds heap buffer access flaw was found in the way the iSCSI Block driver in QEMU versions 2.12.0 before 4.2.1 handled a response coming from an iSCSI server while checking the status of a Logical Address Block (LBA) in an iscsi_co_block_status() routine. A remote user could use this flaw to crash the QEMU process, resulting in a denial of service or potential execution of arbitrary code with privileges of the QEMU process on the host.;Link: https://security-tracker.debian.org/tracker/CVE-2020-1711; CVE-2020-1711;CVSS 2.0: 6.0 MEDIUM;CVSS 3.x: 6.0 MEDIUM;Published_date: 02/11/2020;Description: An out-of-bounds heap buffer access flaw was found in the way the iSCSI Block driver in QEMU versions 2.12.0 before 4.2.1 handled a response coming from an iSCSI server while checking the status of a Logical Address Block (LBA) in an iscsi_co_block_status() routine. A remote user could use this flaw to crash the QEMU process, resulting in a denial of service or potential execution of arbitrary code with privileges of the QEMU process on the host.;Link: https://nvd.nist.gov/vuln/detail/CVE-2020-1711
 CVE-2020-1712;Priority: Medium;Description: A heap use-after-free vulnerability was found in systemd before versionv245-rc1, where asynchronous Polkit queries are performed while handlingdbus messages. A local unprivileged attacker can abuse this flaw to crashsystemd services or potentially execute code and elevate their privileges,by sending specially crafted dbus messages.;Link: https://people.canonical.com/~ubuntu-security/cve/2020/CVE-2020-1712; CVE-2020-1712;Priority: medium;Description:A heap use-after-free vulnerability was found in systemd before version v245-rc1, where asynchronous Polkit queries are performed while handling dbus messages. A local unprivileged attacker can abuse this flaw to crash systemd services or potentially execute code and elevate their privileges, by sending specially crafted dbus messages.;Link: https://security-tracker.debian.org/tracker/CVE-2020-1712; CVE-2020-1712;CVSS 2.0: 4.6 MEDIUM;CVSS 3.x: 7.8 HIGH;Published_date: 03/31/2020;Description: A heap use-after-free vulnerability was found in systemd before version v245-rc1, where asynchronous Polkit queries are performed while handling dbus messages. A local unprivileged attacker can abuse this flaw to crash systemd services or potentially execute code and elevate their privileges, by sending specially crafted dbus messages.;Link: https://nvd.nist.gov/vuln/detail/CVE-2020-1712
 CVE-2020-11825;Priority: Medium;Description: In Dolibarr 10.0.6, forms are protected with a CSRF token against CSRFattacks. The problem is any CSRF token in any user's session can be used inanother user's session. CSRF tokens should not be valid in this situation.;Link: https://people.canonical.com/~ubuntu-security/cve/2020/CVE-2020-11825; CVE-2020-11825;Priority: medium;Description:In Dolibarr 10.0.6, forms are protected with a CSRF token against CSRF attacks. The problem is any CSRF token in any user's session can be used in another user's session. CSRF tokens should not be valid in this situation.;Link: https://security-tracker.debian.org/tracker/CVE-2020-11825; CVE-2020-11825;CVSS 2.0: 6.8 MEDIUM;CVSS 3.x: 8.8 HIGH;Published_date: 04/16/2020;Description: In Dolibarr 10.0.6, forms are protected with a CSRF token against CSRF attacks. The problem is any CSRF token in any user's session can be used in another user's session. CSRF tokens should not be valid in this situation.;Link: https://nvd.nist.gov/vuln/detail/CVE-2020-11825
 CVE-2020-11823;Priority: Medium;Description: In Dolibarr 10.0.6, if USER_LOGIN_FAILED is active, there is a stored XSSvulnerability on the admin tools --> audit page. This may lead to stealingof the admin account.;Link: https://people.canonical.com/~ubuntu-security/cve/2020/CVE-2020-11823; CVE-2020-11823;Priority: low;Description:In Dolibarr 10.0.6, if USER_LOGIN_FAILED is active, there is a stored XSS vulnerability on the admin tools --> audit page. This may lead to stealing of the admin account.;Link: https://security-tracker.debian.org/tracker/CVE-2020-11823; CVE-2020-11823;CVSS 2.0: 3.5 LOW;CVSS 3.x: 5.4 MEDIUM;Published_date: 04/16/2020;Description: In Dolibarr 10.0.6, if USER_LOGIN_FAILED is active, there is a stored XSS vulnerability on the admin tools --> audit page. This may lead to stealing of the admin account.;Link: https://nvd.nist.gov/vuln/detail/CVE-2020-11823
 CVE-2020-7014;Priority: Medium;Description: The fix for CVE-2020-7009 was found to be incomplete. Elasticsearchversions from 6.7.0 to 6.8.7 and 7.0.0 to 7.6.1 contain a privilegeescalation flaw if an attacker is able to create API keys and alsoauthentication tokens. An attacker who is able to generate an API key andan authentication token can perform a series of steps that result in anauthentication token being generated with elevated privileges.;Link: https://people.canonical.com/~ubuntu-security/cve/2020/CVE-2020-7014; CVE-2020-7014;Priority: medium;Description:The fix for CVE-2020-7009 was found to be incomplete. Elasticsearch versions from 6.7.0 to 6.8.7 and 7.0.0 to 7.6.1 contain a privilege escalation flaw if an attacker is able to create API keys and also authentication tokens. An attacker who is able to generate an API key and an authentication token can perform a series of steps that result in an authentication token being generated with elevated privileges.;Link: https://security-tracker.debian.org/tracker/CVE-2020-7014; CVE-2020-7014;CVSS 2.0: 6.5 MEDIUM;CVSS 3.x: 8.8 HIGH;Published_date: 06/03/2020;Description: The fix for CVE-2020-7009 was found to be incomplete. Elasticsearch versions from 6.7.0 to 6.8.7 and 7.0.0 to 7.6.1 contain a privilege escalation flaw if an attacker is able to create API keys and also authentication tokens. An attacker who is able to generate an API key and an authentication token can perform a series of steps that result in an authentication token being generated with elevated privileges.;Link: https://nvd.nist.gov/vuln/detail/CVE-2020-7014
 CVE-2020-7011;Priority: Negligible;Description: Elastic App Search versions before 7.7.0 contain a cross site scripting(XSS) flaw when displaying document URLs in the Reference UI. If theReference UI injects a URL into a result, that URL will be rendered by theweb browser. If an attacker is able to control the contents of such afield, they could execute arbitrary JavaScript in the victimï¿½s webbrowser.;Link: https://people.canonical.com/~ubuntu-security/cve/2020/CVE-2020-7011; CVE-2020-7011;Priority: medium;Description:Elastic App Search versions before 7.7.0 contain a cross site scripting (XSS) flaw when displaying document URLs in the Reference UI. If the Reference UI injects a URL into a result, that URL will be rendered by the web browser. If an attacker is able to control the contents of such a field, they could execute arbitrary JavaScript in the victimï¿½s web browser.;Link: https://security-tracker.debian.org/tracker/CVE-2020-7011; CVE-2020-7011;CVSS 2.0: 4.3 MEDIUM;CVSS 3.x: 6.1 MEDIUM;Published_date: 06/03/2020;Description: Elastic App Search versions before 7.7.0 contain a cross site scripting (XSS) flaw when displaying document URLs in the Reference UI. If the Reference UI injects a URL into a result, that URL will be rendered by the web browser. If an attacker is able to control the contents of such a field, they could execute arbitrary JavaScript in the victimï¿½s web browser.;Link: https://nvd.nist.gov/vuln/detail/CVE-2020-7011
 CVE-2020-7010;Priority: Untriaged;Description: Elastic Cloud on Kubernetes (ECK) versions prior to 1.1.0 generatepasswords using a weak random number generator. If an attacker is able todetermine when the current Elastic Stack cluster was deployed they may beable to more easily brute force the Elasticsearch credentials generated byECK.;Link: https://people.canonical.com/~ubuntu-security/cve/2020/CVE-2020-7010; CVE-2020-7010;Priority: medium;Description:Elastic Cloud on Kubernetes (ECK) versions prior to 1.1.0 generate passwords using a weak random number generator. If an attacker is able to determine when the current Elastic Stack cluster was deployed they may be able to more easily brute force the Elasticsearch credentials generated by ECK.;Link: https://security-tracker.debian.org/tracker/CVE-2020-7010; CVE-2020-7010;CVSS 2.0: 5.0 MEDIUM;CVSS 3.x: 7.5 HIGH;Published_date: 06/03/2020;Description: Elastic Cloud on Kubernetes (ECK) versions prior to 1.1.0 generate passwords using a weak random number generator. If an attacker is able to determine when the current Elastic Stack cluster was deployed they may be able to more easily brute force the Elasticsearch credentials generated by ECK.;Link: https://nvd.nist.gov/vuln/detail/CVE-2020-7010
 CVE-2020-0041;Priority: Medium;Description: In binder_transaction of binder.c, there is a possible out of bounds writedue to an incorrect bounds check. This could lead to local escalation ofprivilege with no additional execution privileges needed. User interactionis not needed for exploitation.Product: AndroidVersions: AndroidkernelAndroid ID: A-145988638References: Upstream kernel;Link: https://people.canonical.com/~ubuntu-security/cve/2020/CVE-2020-0041; CVE-2020-0041;Priority: high;Description:In binder_transaction of binder.c, there is a possible out of bounds write due to an incorrect bounds check. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-145988638References: Upstream kernel;Link: https://security-tracker.debian.org/tracker/CVE-2020-0041; CVE-2020-0041;CVSS 2.0: 7.2 HIGH;CVSS 3.x: 7.8 HIGH;Published_date: 03/10/2020;Description: In binder_transaction of binder.c, there is a possible out of bounds write due to an incorrect bounds check. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-145988638References: Upstream kernel;Link: https://nvd.nist.gov/vuln/detail/CVE-2020-0041
 CVE-2020-7019;Priority: Medium;Description: In Elasticsearch before 7.9.0 and 6.8.12 a field disclosure flaw was foundwhen running a scrolling search with Field Level Security. If a user runsthe same query another more privileged user recently ran, the scrollingsearch can leak fields that should be hidden. This could result in anattacker gaining additional permissions against a restricted index.;Link: https://people.canonical.com/~ubuntu-security/cve/2020/CVE-2020-7019; CVE-2020-7019;Priority: medium;Description:In Elasticsearch before 7.9.0 and 6.8.12 a field disclosure flaw was found when running a scrolling search with Field Level Security. If a user runs the same query another more privileged user recently ran, the scrolling search can leak fields that should be hidden. This could result in an attacker gaining additional permissions against a restricted index.;Link: https://security-tracker.debian.org/tracker/CVE-2020-7019; CVE-2020-7019;CVSS 2.0: 4.0 MEDIUM;CVSS 3.x: 6.5 MEDIUM;Published_date: 08/18/2020;Description: In Elasticsearch before 7.9.0 and 6.8.12 a field disclosure flaw was found when running a scrolling search with Field Level Security. If a user runs the same query another more privileged user recently ran, the scrolling search can leak fields that should be hidden. This could result in an attacker gaining additional permissions against a restricted index.;Link: https://nvd.nist.gov/vuln/detail/CVE-2020-7019
 CVE-2020-7018;Priority: Negligible;Description: Elastic Enterprise Search before 7.9.0 contain a credential exposure flawin the App Search interface. If a user is given the ï¿½developerï¿½ role,they will be able to view the administrator API credentials. Thesecredentials could allow the developer user to conduct operations with thesame permissions of the App Search administrator.;Link: https://people.canonical.com/~ubuntu-security/cve/2020/CVE-2020-7018; CVE-2020-7018;Priority: medium;Description:Elastic Enterprise Search before 7.9.0 contain a credential exposure flaw in the App Search interface. If a user is given the ï¿½developerï¿½ role, they will be able to view the administrator API credentials. These credentials could allow the developer user to conduct operations with the same permissions of the App Search administrator.;Link: https://security-tracker.debian.org/tracker/CVE-2020-7018; CVE-2020-7018;CVSS 2.0: 4.0 MEDIUM;CVSS 3.x: 8.8 HIGH;Published_date: 08/18/2020;Description: Elastic Enterprise Search before 7.9.0 contain a credential exposure flaw in the App Search interface. If a user is given the ï¿½developerï¿½ role, they will be able to view the administrator API credentials. These credentials could allow the developer user to conduct operations with the same permissions of the App Search administrator.;Link: https://nvd.nist.gov/vuln/detail/CVE-2020-7018
 CVE-2020-8648;Priority: Medium;Description: There is a use-after-free vulnerability in the Linux kernel through 5.5.2in the n_tty_receive_buf_common function in drivers/tty/n_tty.c.Ubuntu-DescriptionIt was discovered that the virtual terminal implementation in the Linuxkernel contained a race condition. A local attacker could possibly use thisto cause a denial of service (system crash) or expose sensitiveinformation.;Link: https://people.canonical.com/~ubuntu-security/cve/2020/CVE-2020-8648; CVE-2020-8648;Priority: low;Description:There is a use-after-free vulnerability in the Linux kernel through 5.5.2 in the n_tty_receive_buf_common function in drivers/tty/n_tty.c.;Link: https://security-tracker.debian.org/tracker/CVE-2020-8648; CVE-2020-8648;CVSS 2.0: 3.6 LOW;CVSS 3.x: 7.1 HIGH;Published_date: 02/05/2020;Description: There is a use-after-free vulnerability in the Linux kernel through 5.5.2 in the n_tty_receive_buf_common function in drivers/tty/n_tty.c.;Link: https://nvd.nist.gov/vuln/detail/CVE-2020-8648
 CVE-2020-25266;Priority: Medium;Description: AppImage appimaged before 1.0.3 does not properly check whether adownloaded file is a valid appimage. For example, it will accept a craftedmp3 file that contains an appimage, and install it.;Link: https://people.canonical.com/~ubuntu-security/cve/2020/CVE-2020-25266; CVE-2020-25266;Priority: medium;Description:AppImage appimaged before 1.0.3 does not properly check whether a downloaded file is a valid appimage. For example, it will accept a crafted mp3 file that contains an appimage, and install it.;Link: https://security-tracker.debian.org/tracker/CVE-2020-25266; CVE-2020-25266;CVSS 2.0: 4.3 MEDIUM;CVSS 3.x: 5.5 MEDIUM;Published_date: 12/02/2020;Description: AppImage appimaged before 1.0.3 does not properly check whether a downloaded file is a valid appimage. For example, it will accept a crafted mp3 file that contains an appimage, and install it.;Link: https://nvd.nist.gov/vuln/detail/CVE-2020-25266
 CVE-2020-14954;Priority: Medium;"Description: Mutt before 1.14.4 and NeoMutt before 2020-06-19 have a STARTTLS bufferingissue that affects IMAP, SMTP, and POP3. When a server sends a ""begin TLS""response, the client reads additional data (e.g., from a man-in-the-middleattacker) and evaluates it in a TLS context, aka ""response injection.""";Link: https://people.canonical.com/~ubuntu-security/cve/2020/CVE-2020-14954; CVE-2020-14954;Priority: medium;"Description:Mutt before 1.14.4 and NeoMutt before 2020-06-19 have a STARTTLS buffering issue that affects IMAP, SMTP, and POP3. When a server sends a ""begin TLS"" response, the client reads additional data (e.g., from a man-in-the-middle attacker) and evaluates it in a TLS context, aka ""response injection.""";Link: https://security-tracker.debian.org/tracker/CVE-2020-14954; CVE-2020-14954;CVSS 2.0: 4.3 MEDIUM;CVSS 3.x: 5.9 MEDIUM;Published_date: 06/21/2020;"Description: Mutt before 1.14.4 and NeoMutt before 2020-06-19 have a STARTTLS buffering issue that affects IMAP, SMTP, and POP3. When a server sends a ""begin TLS"" response, the client reads additional data (e.g., from a man-in-the-middle attacker) and evaluates it in a TLS context, aka ""response injection.""";Link: https://nvd.nist.gov/vuln/detail/CVE-2020-14954
 CVE-2020-6399;Priority: Medium;Description: Insufficient policy enforcement in AppCache in Google Chrome prior to80.0.3987.87 allowed a remote attacker to leak cross-origin data via acrafted HTML page.;Link: https://people.canonical.com/~ubuntu-security/cve/2020/CVE-2020-6399; CVE-2020-6399;Priority: medium;Description:Insufficient policy enforcement in AppCache in Google Chrome prior to 80.0.3987.87 allowed a remote attacker to leak cross-origin data via a crafted HTML page.;Link: https://security-tracker.debian.org/tracker/CVE-2020-6399; CVE-2020-6399;CVSS 2.0: 4.3 MEDIUM;CVSS 3.x: 6.5 MEDIUM;Published_date: 02/11/2020;Description: Insufficient policy enforcement in AppCache in Google Chrome prior to 80.0.3987.87 allowed a remote attacker to leak cross-origin data via a crafted HTML page.;Link: https://nvd.nist.gov/vuln/detail/CVE-2020-6399
 CVE-2020-6395;Priority: Medium;Description: Out of bounds read in JavaScript in Google Chrome prior to 80.0.3987.87allowed a remote attacker to obtain potentially sensitive information fromprocess memory via a crafted HTML page.;Link: https://people.canonical.com/~ubuntu-security/cve/2020/CVE-2020-6395; CVE-2020-6395;Priority: medium;Description:Out of bounds read in JavaScript in Google Chrome prior to 80.0.3987.87 allowed a remote attacker to obtain potentially sensitive information from process memory via a crafted HTML page.;Link: https://security-tracker.debian.org/tracker/CVE-2020-6395; CVE-2020-6395;CVSS 2.0: 4.3 MEDIUM;CVSS 3.x: 6.5 MEDIUM;Published_date: 02/11/2020;Description: Out of bounds read in JavaScript in Google Chrome prior to 80.0.3987.87 allowed a remote attacker to obtain potentially sensitive information from process memory via a crafted HTML page.;Link: https://nvd.nist.gov/vuln/detail/CVE-2020-6395
 CVE-2020-6394;Priority: Medium;Description: Insufficient policy enforcement in Blink in Google Chrome prior to80.0.3987.87 allowed a remote attacker to bypass content security policyvia a crafted HTML page.;Link: https://people.canonical.com/~ubuntu-security/cve/2020/CVE-2020-6394; CVE-2020-6394;Priority: medium;Description:Insufficient policy enforcement in Blink in Google Chrome prior to 80.0.3987.87 allowed a remote attacker to bypass content security policy via a crafted HTML page.;Link: https://security-tracker.debian.org/tracker/CVE-2020-6394; CVE-2020-6394;CVSS 2.0: 5.8 MEDIUM;CVSS 3.x: 5.4 MEDIUM;Published_date: 02/11/2020;Description: Insufficient policy enforcement in Blink in Google Chrome prior to 80.0.3987.87 allowed a remote attacker to bypass content security policy via a crafted HTML page.;Link: https://nvd.nist.gov/vuln/detail/CVE-2020-6394
 CVE-2020-26164;Priority: Medium;Description: In kdeconnect-kde (aka KDE Connect) before 20.08.2, an attacker on thelocal network could send crafted packets that trigger use of large amountsof CPU, memory, or network connection slots, aka a Denial of Serviceattack.;Link: https://people.canonical.com/~ubuntu-security/cve/2020/CVE-2020-26164; CVE-2020-26164;Priority: medium;Description:In kdeconnect-kde (aka KDE Connect) before 20.08.2, an attacker on the local network could send crafted packets that trigger use of large amounts of CPU, memory, or network connection slots, aka a Denial of Service attack.;Link: https://security-tracker.debian.org/tracker/CVE-2020-26164; CVE-2020-26164;CVSS 2.0: 4.9 MEDIUM;CVSS 3.x: 5.5 MEDIUM;Published_date: 10/07/2020;Description: In kdeconnect-kde (aka KDE Connect) before 20.08.2, an attacker on the local network could send crafted packets that trigger use of large amounts of CPU, memory, or network connection slots, aka a Denial of Service attack.;Link: https://nvd.nist.gov/vuln/detail/CVE-2020-26164
 CVE-2020-26160;Priority: Medium;"Description: jwt-go before 4.0.0-preview1 allows attackers to bypass intended accessrestrictions in situations with []string{} for m[""aud""] (which is allowedby the specification). Because the type assertion fails, """" is the value ofaud. This is a security problem if the JWT token is presented to a servicethat lacks its own audience check.";Link: https://people.canonical.com/~ubuntu-security/cve/2020/CVE-2020-26160; CVE-2020-26160;Priority: medium;"Description:jwt-go before 4.0.0-preview1 allows attackers to bypass intended access restrictions in situations with []string{} for m[""aud""] (which is allowed by the specification). Because the type assertion fails, """" is the value of aud. This is a security problem if the JWT token is presented to a service that lacks its own audience check.";Link: https://security-tracker.debian.org/tracker/CVE-2020-26160; CVE-2020-26160;CVSS 2.0: 5.0 MEDIUM;CVSS 3.x: 7.5 HIGH;Published_date: 09/30/2020;"Description: jwt-go before 4.0.0-preview1 allows attackers to bypass intended access restrictions in situations with []string{} for m[""aud""] (which is allowed by the specification). Because the type assertion fails, """" is the value of aud. This is a security problem if the JWT token is presented to a service that lacks its own audience check.";Link: https://nvd.nist.gov/vuln/detail/CVE-2020-26160
 CVE-2020-8277;Priority: Medium;Description: A Node.js application that allows an attacker to trigger a DNS request fora host of their choice could trigger a Denial of Service in versions <15.2.1, < 14.15.1, and < 12.19.1 by getting the application to resolve aDNS record with a larger number of responses. This is fixed in 15.2.1,14.15.1, and 12.19.1.;Link: https://people.canonical.com/~ubuntu-security/cve/2020/CVE-2020-8277; CVE-2020-8277;Priority: medium;Description:A Node.js application that allows an attacker to trigger a DNS request for a host of their choice could trigger a Denial of Service in versions < 15.2.1, < 14.15.1, and < 12.19.1 by getting the application to resolve a DNS record with a larger number of responses. This is fixed in 15.2.1, 14.15.1, and 12.19.1.;Link: https://security-tracker.debian.org/tracker/CVE-2020-8277; CVE-2020-8277;CVSS 2.0: 5.0 MEDIUM;CVSS 3.x: 7.5 HIGH;Published_date: 11/18/2020;Description: A Node.js application that allows an attacker to trigger a DNS request for a host of their choice could trigger a Denial of Service in versions < 15.2.1, < 14.15.1, and < 12.19.1 by getting the application to resolve a DNS record with a larger number of responses. This is fixed in 15.2.1, 14.15.1, and 12.19.1.;Link: https://nvd.nist.gov/vuln/detail/CVE-2020-8277
 CVE-2020-12755;Priority: Low;Description: fishProtocol::establishConnection in fish/fish.cpp in KDE kio-extrasthrough 20.04.0 makes a cacheAuthentication call even if the user had notset the keepPassword option. This may lead to unintended KWallet storage ofa password.;Link: https://people.canonical.com/~ubuntu-security/cve/2020/CVE-2020-12755; CVE-2020-12755;Priority: low;Description:fishProtocol::establishConnection in fish/fish.cpp in KDE kio-extras through 20.04.0 makes a cacheAuthentication call even if the user had not set the keepPassword option. This may lead to unintended KWallet storage of a password.;Link: https://security-tracker.debian.org/tracker/CVE-2020-12755; CVE-2020-12755;CVSS 2.0: 2.1 LOW;CVSS 3.x: 3.3 LOW;Published_date: 05/09/2020;Description: fishProtocol::establishConnection in fish/fish.cpp in KDE kio-extras through 20.04.0 makes a cacheAuthentication call even if the user had not set the keepPassword option. This may lead to unintended KWallet storage of a password.;Link: https://nvd.nist.gov/vuln/detail/CVE-2020-12755
